6, 34, 34, 34
1, 255, 255, 255
8, 255, 22, 0
7, 22, 33, 255
16, 225, 225, 48
20, 61, 255, 0
26, 221, 119, 0
12, 0, 119, 0
15, 255, 153, 0
17, 31, 240, 31
11, 119, 0, 255
